0.99715,0.059456,0.04647,7.1116
-0.060234,0.99806,0.015531,59.467
0.045457,0.018286,-0.9988,-5.4985
0,0,0,1
0.99831,0.036588,0.045109,4.0509
-0.037355,0.99917,0.016292,61.311
0.044475,0.017949,-0.99885,-5.5515
0,0,0,1
0.99838,0.035829,0.044186,2.5461
-0.037292,0.99877,0.032738,62.387
0.042959,0.034332,-0.99849,-4.8
0,0,0,1
0.99535,-0.015931,0.094982,4.0501
0.012856,0.99938,0.032897,63.707
0.095447,0.031523,-0.99494,-5.9629
0,0,0,1
0.99517,0.013049,0.097287,4.4656
-0.013416,0.99991,0.0031197,65.718
0.097237,0.0044098,-0.99525,-7.2589
0,0,0,1
0.9952,0.005324,0.09768,3.3038
-0.0060861,0.99995,0.0075054,66.347
0.097636,0.0080639,-0.99519,-7.1248
0,0,0,1
0.99543,-0.0018849,0.095481,1.4189
0.00018157,0.99984,0.017845,67.347
0.095499,0.017746,-0.99527,-6.7167
0,0,0,1
0.99099,-0.040875,0.12752,1.7063
0.035352,0.99835,0.045279,67.616
0.12916,0.040363,-0.9908,-6.3647
0,0,0,1
0.99003,-0.042964,0.13417,1.5344
0.040926,0.999,0.017911,60.788
0.13481,0.012242,-0.9908,-8.0348
0,0,0,1
0.98983,-0.052768,0.13207,0.27484
0.049861,0.99844,0.025229,61.267
0.1332,0.018387,-0.99092,-7.7261
0,0,0,1
0.9896,-0.068238,0.12665,-2.7176
0.063365,0.9971,0.042121,62.686
0.12915,0.033658,-0.99105,-7.1785
0,0,0,1
0.98531,-0.040373,0.16594,0.94638
0.042363,0.99907,-0.0084664,65.164
0.16545,-0.015372,-0.9861,-10.306
0,0,0,1
0.98418,-0.065805,0.1645,-2.5155
0.06347,0.99779,0.019418,64.828
0.16542,0.0086697,-0.98619,-9.5088
0,0,0,1
0.97342,-0.099653,0.20622,-2.0505
0.10136,0.99485,0.0022959,58.448
0.20539,-0.018668,-0.9785,-11.951
0,0,0,1
0.96981,-0.13456,0.20339,-4.8084
0.13268,0.99089,0.022918,57.284
0.20462,-0.0047582,-0.97883,-11.594
0,0,0,1
0.96413,-0.17984,0.19523,-7.8014
0.17328,0.98359,0.050304,55.633
0.20107,0.014669,-0.97947,-10.985
0,0,0,1
0.96598,-0.1286,0.22437,-3.854
0.13049,0.99143,0.0064669,57.591
0.22328,-0.023031,-0.97448,-13
0,0,0,1
0.96122,-0.16708,0.2194,-6.6634
0.16314,0.98594,0.036092,56.197
0.22235,-0.0010999,-0.97497,-12.329
0,0,0,1
0.94115,-0.23553,0.24241,-8.5833
0.23799,0.97107,0.019533,54.37
0.24,-0.039307,-0.96998,-14.66
0,0,0,1
0.94582,-0.19114,0.26249,-6.0828
0.19724,0.98035,0.0031565,55.744
0.25793,-0.048787,-0.96493,-15.567
0,0,0,1
0.94352,-0.20614,0.25938,-7.9662
0.20498,0.97825,0.031806,55.092
0.2603,-0.023159,-0.96525,-14.937
0,0,0,1
0.93327,-0.22625,0.27897,-9.2972
0.22628,0.97352,0.032546,54.458
0.27894,-0.032751,-0.95975,-16.375
0,0,0,1
0.9544,-0.10759,0.27848,-4.2579
0.11727,0.99293,-0.018295,60.664
0.27454,-0.050118,-0.96027,-16.854
0,0,0,1
0.96404,-0.070116,0.25633,-3.0932
0.076369,0.99697,-0.01451,62.171
0.25454,-0.033564,-0.96648,-15.239
0,0,0,1
0.97172,0.0014322,0.23613,1.0785
0.010117,0.99881,-0.047692,64.548
0.23592,-0.048732,-0.97055,-14.799
0,0,0,1
0.97604,0.039053,0.21404,2.5402
-0.029573,0.99844,-0.047315,65.764
0.21555,-0.039852,-0.97568,-13.607
0,0,0,1
0.97913,0.076145,0.18842,3.9513
-0.070187,0.99681,-0.038102,66.927
0.19072,-0.024082,-0.98135,-11.964
0,0,0,1
0.95453,-0.20857,0.213,-6.0645
0.20709,0.97788,0.029518,54.371
0.21445,-0.015934,-0.97661,-12.03
0,0,0,1
0.96333,-0.16371,0.21257,-4.5006
0.16871,0.98565,-0.0054815,57.224
0.20863,-0.041145,-0.97713,-12.888
0,0,0,1
0.95074,-0.20959,0.22838,-6.7868
0.20519,0.97777,0.043152,54.262
0.23235,-0.005833,-0.97262,-12.426
0,0,0,1
0.9531,-0.19878,0.22825,-6.6156
0.19457,0.98003,0.040999,53.918
0.23184,-0.0053352,-0.97274,-12.501
0,0,0,1
0.96354,-0.18468,0.19362,-5.0742
0.18893,0.98198,-0.0035979,57.695
0.18947,-0.040049,-0.98107,-12.111
0,0,0,1
0.96447,-0.17961,0.19375,-4.8822
0.18439,0.98283,-0.0067727,57.918
0.18921,-0.042258,-0.98103,-12.187
0,0,0,1
0.99684,0.063633,0.047526,7.2946
-0.064462,0.99779,0.016118,59.525
0.046395,0.019131,-0.99874,-5.5352
0,0,0,1
0.99738,0.071651,0.01036,4.7679
-0.071776,0.99735,0.012183,59.969
0.0094596,0.012894,-0.99987,-5.1364
0,0,0,1
0.99729,0.073069,0.0089041,6.3252
-0.073131,0.9973,0.0067817,59.989
0.0083845,0.0074145,-0.99994,-5.3271
0,0,0,1
0.99255,0.1185,-0.028335,9.9451
-0.11867,0.99292,-0.0044958,60.78
-0.027602,-0.0078248,-0.99959,-5.5622
0,0,0,1
0.99447,0.093517,-0.047841,6.814
-0.093069,0.99559,0.011506,60.463
-0.048706,0.0069895,-0.99879,-4.5965
0,0,0,1
0.99175,0.11911,-0.047311,9.3432
-0.11929,0.99286,-0.0010961,60.923
-0.046843,-0.0067309,-0.99888,-5.2543
0,0,0,1
0.98846,0.13629,-0.066113,10.916
-0.13699,0.99055,-0.006126,61.189
-0.064654,-0.015112,-0.99779,-5.5449
0,0,0,1
0.98161,0.17132,-0.084197,13.247
-0.17277,0.98491,-0.010282,61.617
-0.081165,-0.02464,-0.9964,-5.9966
0,0,0,1
0.96708,0.24061,-0.08286,13.936
-0.2422,0.97018,-0.0095335,63.018
-0.078095,-0.029288,-0.99652,-6.2718
0,0,0,1
0.97237,0.21086,-0.1002,15.681
-0.21373,0.97671,-0.018712,62.224
-0.093924,-0.039612,-0.99479,-6.7385
0,0,0,1
0.96183,0.23966,-0.13207,17.074
-0.24477,0.96929,-0.023683,62.844
-0.12234,-0.055107,-0.99096,-7.5537
0,0,0,1
0.93819,0.30325,-0.16685,21.449
-0.3129,0.94917,-0.034261,63.331
-0.14798,-0.08435,-0.98539,-9.4224
0,0,0,1
0.91027,0.36401,-0.19722,25.729
-0.38168,0.9224,-0.059144,64.046
-0.16039,-0.12911,-0.97857,-12.386
0,0,0,1
0.92583,0.32063,-0.20007,23.128
-0.33791,0.93938,-0.058235,64.902
-0.16927,-0.12152,-0.97805,-11.833
0,0,0,1
0.93423,0.29615,-0.19875,21.343
-0.31611,0.94561,-0.07685,66.452
-0.16518,-0.13462,-0.97703,-12.332
0,0,0,1
0.45125,-0.66581,0.5942,-8.6176
0.8524,0.12448,-0.50785,14.962
-0.26417,-0.73566,-0.62371,-24.512
0,0,0,1
0.87456,0.45046,-0.1795,27.462
-0.45056,0.89173,0.042577,59.106
-0.17924,-0.04364,-0.98284,-8.6031
0,0,0,1
0.99125,0.12503,0.042239,9.5835
-0.1255,0.99206,0.0086177,60.944
0.040826,0.013843,-0.99907,-5.5717
0,0,0,1
0.97738,0.20805,0.037898,12.966
-0.2082,0.97809,4.3652e-05,63.275
0.037059,0.0079333,-0.99928,-5.7039
0,0,0,1
0.98282,0.18002,0.040744,10.565
-0.18004,0.98365,-0.0029861,62.756
0.040616,0.004401,-0.99917,-5.9571
0,0,0,1
0.95764,0.28571,0.036124,15.502
-0.2852,0.95829,-0.018519,65.841
0.039908,-0.0074316,-0.99918,-6.3059
0,0,0,1
0.95289,0.30132,0.03486,15.584
-0.30005,0.9532,-0.037215,63.586
0.044442,-0.025002,-0.9987,-7.0639
0,0,0,1
0.98051,0.1918,0.042644,12.151
-0.1918,0.98143,-0.0041984,59.874
0.042657,0.0040624,-0.99908,-5.9817
0,0,0,1
0.99661,0.064943,0.050576,7.704
-0.065481,0.99781,0.0090558,57.033
0.049878,0.012337,-0.99868,-5.8942
0,0,0,1
0.99778,-0.041747,0.051803,4.3432
0.042112,0.9991,-0.005973,58.011
0.051507,-0.0081413,-0.99864,-6.6623
0,0,0,1
0.98512,-0.16396,0.051596,-4.5667
0.16396,0.98646,0.0042263,56.683
0.05159,-0.0042965,-0.99866,-6.5238
0,0,0,1
0.97827,-0.2015,0.048757,-4.1319
0.20374,0.97793,-0.046341,60.45
0.038343,-0.055268,-0.99774,-8.4843
0,0,0,1
0.97567,-0.21365,0.04923,-2.3391
0.21453,0.97663,-0.013375,49.765
0.045222,-0.02361,-0.9987,-6.7533
0,0,0,1
0.92486,-0.37738,0.047006,-7.3557
0.37835,0.92557,-0.013445,50.122
0.038433,-0.030219,-0.9988,-6.9128
0,0,0,1
0.9957,0.07798,0.049942,7.7618
-0.078454,0.99689,0.0076137,57.253
0.049193,0.011499,-0.99872,-5.8731
0,0,0,1
0.9889,0.14576,-0.028899,10.866
-0.14625,0.98912,-0.015729,58.718
-0.026292,-0.019781,-0.99946,-5.9729
0,0,0,1
0.99229,-0.03168,0.11979,2.0113
0.031045,0.99949,0.00716,55.332
0.11996,0.0033858,-0.99277,-7.8523
0,0,0,1
0.99493,0.091812,0.041022,8.6574
-0.090771,0.99552,-0.026563,65.018
0.043277,-0.022704,-0.99881,-8.3356
0,0,0,1
0.99934,0.013338,0.033866,5.0973
-0.012647,0.99971,-0.020535,67.381
0.03413,-0.020093,-0.99922,-8.5344
0,0,0,1
0.9972,0.074748,-0.0012249,9.6609
-0.074752,0.99679,-0.028566,68.707
0.00091422,-0.028577,-0.99959,-8.4122
0,0,0,1
0.99147,0.12543,-0.035465,10.717
-0.12724,0.99037,-0.054513,70.085
-0.028286,-0.05856,-0.99788,-9.5806
0,0,0,1
0.99714,0.011314,0.074782,3.6048
-0.0093637,0.99961,-0.026373,61.676
0.075051,-0.025597,-0.99685,-9.4382
0,0,0,1
0.9932,-0.033992,0.11137,1.751
0.037069,0.99898,-0.025674,60.522
0.11038,-0.029627,-0.99345,-10.493
0,0,0,1
0.99687,0.067667,0.040925,7.6184
-0.067659,0.99771,-0.0015816,57.617
0.040939,0.0011923,-0.99916,-10.306
0,0,0,1
0.99807,0.049274,0.037861,6.9948
-0.049644,0.99873,0.0088965,58.499
0.037374,0.010759,-0.99924,-10.495
0,0,0,1
0.9895,0.14071,-0.03314,12.411
-0.14078,0.99004,0.00026903,61.418
-0.032848,-0.0043992,-0.99945,-7.1474
0,0,0,1
0.97458,0.20071,-0.0995,13.646
-0.2021,0.97936,-0.0038943,62.692
-0.096664,-0.023904,-0.99503,-7.5639
0,0,0,1
0.98921,-0.090451,0.11524,-1.8296
0.088648,0.99585,0.020689,57.138
0.11663,0.01025,-0.99312,-8.5426
0,0,0,1
0.96593,-0.17172,0.19361,-4.911
0.174,0.98473,0.0052711,55.453
0.19156,-0.028598,-0.98106,-12.608
0,0,0,1
0.99593,0.074995,0.049902,7.6089
-0.07557,0.99709,0.0097369,57.176
0.049026,0.013468,-0.99871,-5.7796
0,0,0,1
0.99718,0.059103,0.046268,7.1144
-0.059832,0.9981,0.014549,59.521
0.04532,0.017276,-0.99882,-6.5213
0,0,0,1
0.99739,0.055922,0.045655,7.0235
-0.056495,0.99834,0.01136,59.525
0.044944,0.01391,-0.99889,-7.6875
0,0,0,1
0.99702,0.061653,0.046312,7.3029
-0.062041,0.99805,0.0069675,59.721
0.045793,0.00982,-0.9989,-9.8097
0,0,0,1
0.99747,0.055504,0.044336,7.1696
-0.055831,0.99842,0.0061664,59.531
0.043923,0.0086261,-0.999,-12.812
0,0,0,1
0.97983,-0.1353,0.14706,-4.5395
0.13161,0.9907,0.034564,55.255
0.15037,0.014511,-0.98852,-11.707
0,0,0,1
0.99185,-0.053583,0.11559,-0.17141
0.052236,0.99853,0.014656,57.481
0.11621,0.0084989,-0.99319,-10.696
0,0,0,1
0.99248,0.11776,-0.033488,9.3532
-0.11803,0.99299,-0.0062095,60.972
-0.032522,-0.010115,-0.99942,-8.4223
0,0,0,1
0.98717,0.15448,0.04046,9.98
-0.15441,0.98799,-0.0048642,61.995
0.040726,0.0014458,-0.99917,-9.9974
0,0,0,1
0.97649,0.21224,0.037681,12.675
-0.21178,0.97719,-0.015796,63.51
0.040174,-0.0074446,-0.99916,-10.349
0,0,0,1
0.99775,-0.04569,0.048999,2.6605
0.046027,0.99892,-0.0057648,59.347
0.048683,-0.0080071,-0.99878,-10.607
0,0,0,1
0.99661,-0.069952,0.043252,0.98504
0.070489,0.99745,-0.011016,62.377
0.042371,-0.014027,-0.999,-8.9215
0,0,0,1
0.99457,-0.097689,0.035775,-0.973
0.097283,0.99517,0.012918,64.784
0.036864,0.0093673,-0.99928,-5.8943
0,0,0,1
0.99727,0.057303,0.046547,7.0539
-0.05821,0.99814,0.018373,59.375
0.045408,0.021032,-0.99875,-5.4013
0,0,0,1
0.99831,0.036756,0.045073,4.0526
-0.03751,0.99917,0.016017,61.326
0.044447,0.017681,-0.99886,-5.5498
0,0,0,1
0.9984,0.036159,0.043395,2.5774
-0.03748,0.99885,0.030031,62.456
0.042259,0.031609,-0.99861,-4.9232
0,0,0,1
0.99534,-0.020304,0.094261,3.8954
0.016892,0.99918,0.036853,63.561
0.094932,0.035089,-0.99487,-5.767
0,0,0,1
0.99523,0.01193,0.096848,4.4845
-0.012255,0.99992,0.0027629,65.732
0.096807,0.0039366,-0.9953,-7.2278
0,0,0,1
0.9952,0.0092744,0.097401,3.5734
-0.0098055,0.99994,0.004976,66.472
0.097349,0.0059072,-0.99523,-7.1407
0,0,0,1
0.99545,-0.0036965,0.095257,1.3405
0.0018014,0.9998,0.019973,67.335
0.095312,0.01971,-0.99525,-6.5644
0,0,0,1
0.99098,-0.042316,0.12717,1.6505
0.037098,0.99838,0.043131,67.702
0.12879,0.038025,-0.99094,-6.4367
0,0,0,1
0.99026,-0.043359,0.1323,1.5747
0.041109,0.99896,0.019686,60.788
