3.34102e+06	1	0.896351	0.345659	-0.277625	268.864	0.428795	-0.835026	0.344769	203.837	-0.112651	-0.428078	-0.896693	-1339.9	0	0	0	1	
3.34566e+06	1	0.66282	0.215708	-0.717036	251.236	0.526999	-0.814661	0.242075	217.134	-0.531923	-0.538329	-0.653651	-1372.22	0	0	0	1	
3.3509e+06	1	0.912889	0.31872	-0.255051	267.561	0.396137	-0.842507	0.365044	190.475	-0.0985349	-0.43428	-0.895372	-1344.72	0	0	0	1	
3.35604e+06	1	0.635845	0.201009	-0.745182	249.934	0.516586	-0.828178	0.217393	202.558	-0.573445	-0.523179	-0.630432	-1377.73	0	0	0	1	
3.36185e+06	1	0.896351	0.345659	-0.277625	268.864	0.428795	-0.835026	0.344769	203.837	-0.112651	-0.428078	-0.896693	-1339.9	0	0	0	1	
3.36712e+06	1	0.679641	0.258901	-0.686338	251.366	0.505478	-0.843335	0.182423	217.326	-0.531583	-0.470911	-0.704033	-1371.94	0	0	0	1	
3.37145e+06	1	0.926222	0.234502	-0.295163	267.57	0.340788	-0.855598	0.389634	189.667	-0.161171	-0.461476	-0.87239	-1345.1	0	0	0	1	
3.37781e+06	1	0.690564	0.209693	-0.692207	249.772	0.503237	-0.826709	0.251605	203.192	-0.519494	-0.522093	-0.676421	-1377.11	0	0	0	1	
3.38398e+06	1	0.917378	0.3069	-0.253436	269.393	0.386273	-0.840027	0.380983	204.033	-0.0959698	-0.447401	-0.889169	-1339.99	0	0	0	1	
3.3881e+06	1	0.660898	0.247679	-0.708427	251.674	0.531046	-0.821352	0.208258	217.351	-0.530286	-0.513845	-0.674359	-1372.36	0	0	0	1	
3.39377e+06	1	0.930443	0.228807	-0.286223	267.852	0.331891	-0.857289	0.393579	189.774	-0.155322	-0.461198	-0.873597	-1345.37	0	0	0	1	
3.39951e+06	1	0.673336	0.225494	-0.704111	250.128	0.536549	-0.804249	0.255535	203.535	-0.508659	-0.549851	-0.662518	-1377.15	0	0	0	1	
3.40393e+06	1	0.919613	0.279509	-0.276018	269.424	0.372616	-0.843142	0.387645	203.971	-0.124372	-0.459332	-0.879514	-1340.23	0	0	0	1	
3.40924e+06	1	0.671076	0.252948	-0.696903	251.864	0.532016	-0.818972	0.215046	217.422	-0.516349	-0.515076	-0.684164	-1372.46	0	0	0	1	
3.41354e+06	1	0.924888	0.249053	-0.287324	266.958	0.351927	-0.846807	0.398829	189.089	-0.143979	-0.469989	-0.87085	-1345.22	0	0	0	1	
3.41827e+06	1	0.65242	0.232634	-0.721269	250.483	0.536337	-0.814133	0.222554	203.359	-0.535436	-0.532042	-0.655927	-1377.79	0	0	0	1	
3.42159e+06	1	0.91877	0.25394	-0.302285	269.928	0.355371	-0.865484	0.353057	204.252	-0.171967	-0.431801	-0.885423	-1340.31	0	0	0	1	
3.42634e+06	1	0.648946	0.239911	-0.722019	252.43	0.523396	-0.829526	0.194792	217.62	-0.552201	-0.504311	-0.663886	-1372.95	0	0	0	1	
3.4312e+06	1	0.932075	0.223825	-0.284848	268.488	0.33007	-0.848751	0.413129	190.028	-0.149296	-0.479087	-0.864978	-1345.45	0	0	0	1	
3.4362e+06	1	0.692224	0.184472	-0.697708	251.018	0.499336	-0.82043	0.278492	203.388	-0.521046	-0.541169	-0.660035	-1377.77	0	0	0	1	
