centriods1,centriods2,centriods3,centriods4,centriods5,centriods6,centriods7,centriods8,centriods9,centriods10,centriods11,centriods12,centriods13,centriods14,centriods15,centriods16,centriods17,centriods18,centriods19,centriods20,centriods21,centriods22,centriods23,centriods24,centriods25,centriods26,centriods27,centriods28,centriods29,centriods30,centriods31,centriods32,centriods33,centriods34,centriods35,centriods36,centriods37,centriods38,centriods39,centriods40,centriods41,centriods42,centriods43,centriods44,centriods45,centriods46,centriods47,centriods48,centriods49,centriods50,centriods51,centriods52,centriods53,centriods54,centriods55,centriods56,centriods57,centriods58,centriods59,centriods60,centriods61,centriods62,centriods63,centriods64,centriods65,centriods66,centriods67,centriods68,centriods69,centriods70,centriods71,centriods72,centriods73,centriods74,centriods75,centriods76,centriods77,centriods78,centriods79,centriods80,centriods81,centriods82,centriods83,centriods84,centriods85,centriods86,centriods87,centriods88,centriods89,centriods90,centriods91,centriods92,centriods93,centriods94,centriods95,centriods96,centriods97,centriods98,centriods99,centriods100
283.179324560013,105.404312668464,288.30464687133,97.0092266398255,288.955821917808,94.6147260273973,289.210953697305,94.9037664132688,292.363425512935,93.5250669045495,284.965773809524,90.6575727513227,289.159775984187,93.6206555756877,290.758444403871,91.8738360416286,294.657217946311,90.8826731743946,294.374379872431,89.871722182849,294.734771815925,88.9765132709567,283.833214920071,102.123268206039,297.140831002797,89.5663204155014,295.493263034564,91.029486428432,298.004184100418,91.0478182904961,297.922734314485,92.6773818745159,298.033838973162,93.7522364838584,299.077029840389,92.9934073560028,299.095695421026,93.2740524781341,301.259449192783,96.2315289648623,300.974196033122,94.0136722511073,301.678774120318,94.4016269390844,284.181891154278,102.878471664794,302.265478244202,92.1355184972206,302.302441838108,91.185733512786,302.541485541486,95.1054621054621,303.246182846371,92.7068803016023,303.185730253353,92.771609538003,303.549754067348,92.1502080968596,304.909212538226,90.7136850152905,304.490742545313,89.9228220619762,304.953198716739,92.2708058124174,306.029153963415,90.6107088414634,285.079714948624,99.9502817368247,306.47311827957,89.9120583717358,307.168083097262,91.6685552407932,307.030088156382,89.5390954388655,310.070531400966,91.3053140096618,309.277976190476,88.959126984127,310.073185731857,86.7080770807708,310.438309746861,87.7137731712179,309.954221770092,84.5157680569685,310.494259818731,87.0066465256798,313.724398204814,84.5497756017952,285.891025641026,99.4690992767916,312.622176165803,84.1709844559585,285.825517607503,97.0353919660237,286.637597984322,101.14921612542,286.244787391233,98.8788376292891,287.253772513386,96.8270322894694
1328.46673438294,281.988318943626,1190.28076819042,247.15390857452,1174.48369423428,242.506391860162,1155.34355479841,239.549403747871,1138.23062279032,234.684797389176,1122.08744993324,229.035046728972,1101.90887533875,227.97662601626,1085.16723666211,224.767099863201,1070.53241590214,219.622018348624,1054.78364987614,216.595650977154,1034.6928258673,211.610980127989,1312.21934028757,276.285029602481,1019.49754339993,209.874877169997,1000.01602671119,208.768614357262,984.711881868132,205.679601648352,969.530761874402,205.160663053873,949.212173314993,201.735213204952,934.090139928409,196.733159778718,917.436686390533,195.726035502959,896.935033878039,194.117178158629,879.902570480929,188.874792703151,860.074104569782,185.832441333882,1296.51889946002,273.629467729493,847.532358156028,180.307180851064,824.033976124885,176.447199265381,808.238557558946,176.901987979658,794.959504525965,171.457360647928,779.890456041373,168.419370004701,764.414252873563,165.105747126437,749.358881875564,160.878719567178,733.561450044209,157.491600353669,712.640836408364,156.748667486675,700.126963350785,152.19982547993,1282.38685139908,267.734039663135,681.532773109244,148.632352941176,660.239363987967,147.990975504942,644.933954276037,143.038103302286,625.030454545455,142.333636363636,611.692513368984,136.199643493761,592.341599190283,131.425607287449,577.926188068756,128.879170879676,562.111581173982,123.670015864622,546.980957876515,122.962492787074,531.446389496718,117.670131291028,1266.26865263733,263.415687346269,523.849001175088,115.480023501763,1250.68881596937,259.389390210555,1236.19442143054,257.375034520851,1219.37904571238,253.772439105772,1208.08678500986,249.878275570583
1739.9140625,384.765741604478,1748.8749546499,378.28782198573,1748.57710109622,376.253227771011,1749.50523496469,376.923910396883,1750.68179599805,375.357125427038,1751.05265215691,373.136322168643,1751.96010533246,374.604476629361,1752.96775472446,374.395268930884,1753.91450949157,372.489048187973,1754.99600848198,372.205812648123,1755.2098452508,370.982790821772,1742.97033953428,382.974632496423,1755.51579506238,371.864879214229,1755.61054308857,373.579737086708,1756.42614691063,373.737602757889,1756.89142553756,375.313644810194,1757.7211018848,376.482404112297,1758.46541501976,375.66415513834,1758.90670769231,375.772307692308,1759.59753539591,378.944939695857,1759.67139852787,376.737513144059,1760.40021036024,377.118327636077,1744.35227686703,383.640558591378,1760.94145695364,375.056688741722,1761.07840275935,374.187715574423,1761.9738330046,378.055621301775,1761.99603384453,375.542305658382,1762.35769332979,375.483789529631,1764.23545186377,375.271118262269,1765.63493975904,373.812985274431,1765.87630402385,373.146050670641,1765.82798442326,375.496575802337,1767.41862040927,373.627862854045,1744.81699504412,381.413392965067,1767.75436932665,373.077360791221,1768.57424283034,375.086839989279,1768.86017121892,372.796711509716,1771.08976099946,374.565725149375,1769.39578804348,372.790217391304,1770.1923866904,370.637546213885,1771.21790840738,371.141216678059,1771.48875479978,368.603949533736,1772.08770491803,370.845628415301,1774.6924137931,368.552413793103,1745.99320800485,380.810794420861,1773.57616707617,368.132814632815,1745.92573654736,379.466642317994,1746.70669099757,380.077128953771,1746.44378930818,379.73034591195,1747.11741087724,377.807032485704
205.928760630141,602.198801059529,213.420086083214,589.815494978479,213.797898373399,587.16654671081,214.511510791367,587.204028776978,214.877674956622,585.085454019665,215.013127051102,582.309423347398,216.537661127504,583.364497592794,218.236326911125,582.402889993785,218.472966692486,579.924864446166,219.072301279287,578.882995544056,220.151987529228,577.298207326578,207.890840272521,598.741862225587,221.437636080871,577.689735614308,221.323038527531,578.91483387927,222.347933756384,578.322395913945,222.564305684995,579.44734389562,223.351736972705,580.111972704715,224.272981320782,578.661567877629,225.204933586338,578.502262443439,225.494095711622,580.894965817278,226.015675927363,578.164674840913,226.533755600185,577.85308203306,207.858128078818,598.639690358902,227.334165366615,575.233385335413,227.232745280099,573.734138037759,227.619668062665,576.924150767799,228.097670807453,574.119720496894,228.527562712914,573.670641065345,229.91722110475,572.705709422869,230.757458648941,570.834441181017,230.841519925857,569.67531665122,231.261660447761,571.389458955224,233.148171303532,569.166770865896,209.258091993186,595.64082907439,234.073032825507,568.024658394848,233.543986200408,569.122471381527,234.647505422994,566.758909203595,237.204570184984,568.059536763563,235.481263549086,565.686745122329,236.632430750078,563.057422969188,237.613796339747,562.981385890818,238.251609863358,560.01554892414,238.4853125,561.66078125,242.107250039488,558.70747117359,209.966415255443,594.558559840615,240.503165558721,557.988129154796,210.439652718474,592.862226017649,211.859505300353,592.988833922262,212.167909879738,592.006545897397,211.806511495074,589.547908039412
1254.3315245478,792.660206718346,1114.16657579062,756.238276990185,1095.10601092896,750.78306010929,1078.35218226736,747.648366730716,1062.20432827431,743.093310848791,1046.00166889186,737.54873164219,1024.43655334904,736.421406933692,1007.81419037583,731.67966280295,991.648705388384,727.006648005598,976.26394984326,722.853918495298,960.147397834439,719.296891372686,1237.19865113427,786.296137339056,941.539781021898,715.968613138686,918.168244274809,715.91358778626,898.512624934245,714.32798527091,891.051901884109,710.623533594028,871.375297855441,706.410643367752,853.410426871938,702.092722183345,835.908228919743,699.218083305113,817.034874608151,699.188871473354,800.486815415822,693.301825557809,784.025858585859,690.262626262626,1220.84115019542,783.509491903964,768.682975338107,685.067621320605,752.725378013895,680.416428279526,735.144666155027,681.17152724482,720.688100517369,675.408721359941,701.636298163486,672.445444724523,687.805841924399,669.704467353952,671.456397426733,664.552894924946,652.723013493253,660.549850074962,634.915390226112,659.487235594457,619.510234462226,654.980647562337,1205.44431914294,778.077812235692,602.521866960676,651.076074972437,584.280769230769,649.868181818182,566.753875236295,644.581852551985,551.362557427259,642.589203675345,534.284060208414,638.156310304902,517.981707317073,632.204471544715,502.26442687747,630.11976284585,486.759030837004,622.450660792952,470.978565539983,622.341714756801,457.227006688963,616.897993311037,1190.2586100861,773.213714637146,446.654655870445,615.076113360324,1176.2448919159,769.691145987563,1157.30491698595,765.718390804598,1142.97948279547,764.450951057918,1135.9255021612,759.391558606662
1629.56863941428,855.420622330689,1638.82511100148,850.800814010854,1638.9912248177,849.213941416389,1640.0049170252,850.018070067609,1640.8793740759,848.736076885165,1640.95525549378,846.68797987821,1642.81335113485,848.667289719626,1643.83371146403,848.590551181102,1645.26888621473,847.054017916834,1646.92864271457,846.96868762475,1646.30081081081,846.018108108108,1631.63340363828,852.987213287635,1647.01731311233,847.466380351631,1646.76791214678,849.634123476631,1648.63937491652,850.069720849472,1649.22237106497,851.942799732083,1649.47000133032,853.611414127977,1651.599750934,852.861768368618,1652.07314952807,853.562096373572,1652.09716435963,857.006047574251,1652.98942011517,855.156421588322,1654.57296860261,855.838566230966,1633.49800121139,853.839127801333,1655.84694290727,853.836280199757,1655.57033248082,853.366940368825,1656.35418658653,857.66261439694,1657.16039523552,855.63670817542,1658.18863083986,855.927086146368,1659.6452487461,855.810356513488,1660.75768241505,854.847299309598,1660.79265162772,854.751452114008,1661.81010947425,857.127719962157,1663.42947595312,855.816785666173,1634.43414812112,851.721147999514,1664.40452635859,855.485025071148,1664.62612859097,857.673324213406,1666.04471323729,855.649904865453,1674.868450669,858.829310991622,1672.39666452854,856.790506735087,1669.2563235493,854.719058568917,1671.03570945489,855.578384958745,1670.84518828452,853.410986637873,1672.25611238687,855.855328920708,1675.97369134798,853.7207756984,1635.29699707031,851.491333007813,1674.54429174037,853.603347394203,1635.60649334798,850.677285487611,1636.25406727829,851.561834862385,1625.54349409879,850.788576424304,1637.18818059464,849.778049675762
131.644274332136,1095.56912982347,139.560076287349,1085.30085823268,139.709852847089,1082.65515035189,140.424414927261,1083.1119544592,141.743521281608,1081.56698602167,142.531440162272,1078.79868154158,143.006287170773,1080.03075615973,144.091965811966,1079.41846153846,145.365722231879,1077.20406744307,145.88014195838,1076.29053073076,147.372173913043,1075.19026086957,133.998260869565,1092.53304347826,148.199754901961,1075.8093487395,148.002981932994,1077.22662690756,149.274873229586,1077.24252491694,149.616471819927,1078.30605478974,150.493347338936,1079.42331932773,151.635172302216,1078.37825594564,151.880190382406,1078.20433284096,152.714557728925,1081.04119785356,153.324305555556,1078.72760416667,154.083580010447,1078.57966219746,134.677958015267,1092.4231870229,154.822280701754,1076.02473684211,155.199895706588,1075.03719798366,155.964829396325,1078.34768153981,157.154411764706,1075.7380952381,157.678515146209,1075.59709332866,159.365602836879,1074.86205673759,160.479702180464,1073.35596525439,161.040852262722,1072.5803838704,161.606396283723,1074.37287832768,162.748629046524,1072.54855828763,135.076825597972,1089.48281324252,163.379377089565,1071.6816822101,163.496959942775,1073.20314735336,164.123895369388,1070.88847649346,166.587623413258,1072.32087447109,165.171490203128,1070.08304871472,166.471145256387,1067.9623012328,167.55528125551,1068.29959442779,167.799325164269,1065.30047948855,168.613994273443,1067.20400858984,172.693456614509,1064.62339971551,136.066257475606,1088.82955618508,171.021497671086,1064.0861698316,136.212799745911,1087.41464189296,137.432560340748,1087.77504338224,137.600986059164,1086.78867732064,138.211593284764,1084.90243902439
1181.46546546547,1275.48988988989,1040.90854601701,1243.64752513534,1022.54300964894,1237.32929583248,1005.66297765713,1234.92712466068,989.144287758022,1230.87798896383,971.931135038134,1225.18304172275,955.402263822377,1225.17196343056,937.218376068376,1221.14294871795,928.540222772277,1217.84632838284,905.181270182992,1212.2105489774,890.16065811759,1208.15170578272,1167.04441939121,1269.8083427283,871.611554720526,1206.21888210427,852.309658392726,1204.62324895552,833.637159289822,1201.82320580145,819.184123222749,1200.23317535545,801.310070031393,1198.8133301135,782.17943107221,1194.60612691466,765.254428697963,1191.47431355182,746.885302029836,1191.68036194669,730.837604731395,1186.70330211927,715.32546705998,1184.02433628319,1147.66228748068,1267.36978361669,698.385570391192,1176.25532911689,665.124929971989,1165.96993464052,666.47236929186,1174.27167438782,646.521002859028,1170.77809544755,628.716247139588,1167.94256292906,613.193723188079,1164.85391736284,597.736611265005,1160.4554478301,581.080928923293,1156.92212057237,563.529011040639,1156.11510453371,547.722355193873,1151.22762087123,1135.10306021718,1262.35459032577,531.116256397758,1147.80818912991,511.227912621359,1146.50995145631,499.388536786994,1141.17001928906,472.044950159865,1133.2510814369,451.808725309081,1129.53801335797,451.059951651894,1130.2159548751,433.757318952234,1128.96096558808,417.129777288974,1123.34204014298,398.384270334928,1121.27153110048,388.491087344029,1116.09685086156,1113.08957388939,1258.71078875793,378.302092811647,1114.09099181074,1090.4768627451,1256.77129411765,1076.29203811866,1254.90700891485,1065.04401480872,1250.62525709585,1055.01792828685,1244.84402390438
1520.16098780869,1348.5428779827,1531.10878970138,1339.29830115015,1532.26477116584,1337.0235704471,1533.41275483534,1337.62435964454,1535.50972515856,1335.52071881607,1536.79693703914,1333.04265456608,1537.46243814665,1334.60998650472,1538.20771580496,1333.89037221405,1539.44574480173,1331.75241449835,1541.10758283772,1331.07805862362,1542.17998875773,1329.75750421585,1523.56037778277,1345.73184169103,1542.88626441285,1330.44441956789,1543.21935048882,1332.00044948871,1545.15617977528,1331.92651685393,1546.05313305683,1333.30478645892,1547.06775280899,1334.28539325843,1547.15741131757,1333.05595439189,1549.17508911722,1333.10201300063,1551.00159090909,1335.48829545455,1550.97982088199,1333.37297358576,1552.07233416346,1333.49049128368,1525.04527495996,1345.87592098238,1553.19355206197,1331.15709728868,1553.58019936565,1330.15881286815,1554.26670403587,1333.79360986547,1555.50061874227,1331.21745978175,1556.47541352537,1331.11826263081,1558.08773701335,1330.44777291597,1560.104685378,1328.78689452241,1560.53777526821,1328.03828345567,1561.37693088285,1329.9099109257,1562.84154535274,1328.13045912654,1526.29551507404,1343.17769255353,1564.00596981302,1327.28519936923,1564.35139406254,1328.98713173044,1565.25753825383,1326.66539153915,1568.18711346002,1328.2125267064,1566.90108035111,1326.21449471078,1568.25961103573,1323.86657620986,1569.44266546398,1324.08140714849,1569.88005845324,1321.47032374101,1570.84980816971,1323.43342360641,1575.88911587788,1320.93281125865,1526.64449831366,1342.60444772344,1574.63079882326,1320.56562570717,1527.02594514455,1341.08365985386,1528.29187308949,1341.52935596079,1528.76551801549,1340.89841733079,1529.600653457,1338.84222175379
75.8409752547307,1581.74672489083,78.7698514579131,1574.61599119751,78.6248169838946,1572.65007320644,79.2359963269054,1573.23434343434,79.3684987089635,1571.83548506086,79.2114297253635,1569.59773828756,74.4207112502796,1571.16193245359,75.0515670148922,1570.80240053345,75.6682851467667,1569.0103729861,80.5475428356242,1568.46111843344,77.5125903218743,1567.49266476899,76.3338530500877,1578.61898265445,78.2881944444444,1568.71115451389,78.2594571489634,1570.49027569994,80.9960375391032,1570.81084462982,80.6472827236202,1572.06491858744,81.7436815501264,1573.32118786858,82.1618329466357,1572.42981438515,82.4206213074138,1572.9748427673,83.7062908496732,1576.25755718954,84.1942224953903,1574.23765621799,84.5391919191919,1574.52545454545,75.7101313320826,1577.3138836773,85.6022199798184,1572.45529767911,85.4734085414988,1571.57594681708,86.1807014067763,1575.59857340995,86.8987870351959,1573.09067409028,87.4037743267152,1573.28091212896,88.7831208960989,1572.92120509849,89.7101256185763,1571.82204035021,90.0333586050038,1571.23654283548,90.63720666162,1573.35995457986,91.5735898393724,1571.76447515876,74.8192771084337,1572.95410212278,92.0394736842105,1571.1981097109,92.560650887574,1573.1349852071,92.7646301067354,1570.93319838057,95.462285815227,1572.88323617735,93.8630720113515,1570.92745654487,94.6399323181049,1567.01184433164,95.5863486842105,1566.76332236842,96.1803278688525,1566.66878554701,97.3052488534058,1569.46288432139,100.221228680245,1567.37390296407,76.2904329967483,1575.14821153517,99.3367312834225,1567.13452540107,77.3592478756102,1575.36322545652,78.0883098081795,1576.06297502714,77.9854302027958,1575.74246898996,77.845443015039,1573.92951621671
