588173	1	0.968033	0.151779	-0.199688	130.44	0.187154	-0.967123	0.172179	-266.443	-0.16699	-0.204047	-0.964613	-1973.51	0	0	0	1	
591595	1	0.752685	0.180818	-0.633064	116.36	0.319952	-0.940828	0.111687	-256.284	-0.57541	-0.286615	-0.766	-2008.32	0	0	0	1	
594705	1	0.97138	0.0997361	-0.215575	126.573	0.142153	-0.9712	0.191215	-280.541	-0.190296	-0.216387	-0.957583	-1976.57	0	0	0	1	
597611	1	0.720966	0.0946502	-0.686476	112.683	0.295196	-0.938199	0.18067	-270.918	-0.626951	-0.332902	-0.70435	-2012.13	0	0	0	1	
601517	1	0.955778	0.120685	-0.268186	130.678	0.17301	-0.968164	0.180905	-266.405	-0.237815	-0.219304	-0.946229	-1973.72	0	0	0	1	
603642	1	0.748861	0.161174	-0.64283	116.727	0.329925	-0.931902	0.150692	-256.441	-0.574767	-0.324933	-0.75104	-2009.37	0	0	0	1	
605877	1	0.959267	0.0973384	-0.265202	126.085	0.160782	-0.960006	0.229212	-281.356	-0.232284	-0.262516	-0.936552	-1976.87	0	0	0	1	
610017	1	0.671163	0.183715	-0.718184	113.176	0.324246	-0.943969	0.0615457	-269.984	-0.666636	-0.274176	-0.693126	-2011.89	0	0	0	1	
615033	1	0.966859	0.138789	-0.214294	129.609	0.175685	-0.970692	0.163987	-265.861	-0.185254	-0.1962	-0.962905	-1972.89	0	0	0	1	
616673	1	0.759446	0.166524	-0.628897	117.059	0.32861	-0.932492	0.149912	-255.416	-0.561477	-0.320512	-0.762899	-2007.83	0	0	0	1	
619267	1	0.969816	0.101613	-0.221656	125.256	0.156865	-0.955949	0.248103	-279.833	-0.186681	-0.275384	-0.943034	-1976.53	0	0	0	1	
625502	1	0.758738	0.171718	-0.628354	112.657	0.340842	-0.926694	0.158318	-270.651	-0.555106	-0.334291	-0.761647	-2011.65	0	0	0	1	
629861	1	0.956966	0.116273	-0.265889	129.858	0.173219	-0.963967	0.201896	-266.833	-0.232833	-0.239265	-0.942625	-1974.18	0	0	0	1	
631939	1	0.765974	0.144805	-0.626351	116.891	0.323558	-0.928741	0.18097	-255.598	-0.555513	-0.341279	-0.758244	-2008.03	0	0	0	1	
633767	1	0.97133	0.0290845	-0.23595	128.44	0.0976612	-0.953694	0.284482	-282.342	-0.21675	-0.299369	-0.929192	-1978.03	0	0	0	1	
636127	1	0.75057	0.136578	-0.646522	113.035	0.303141	-0.940544	0.153238	-271.774	-0.587154	-0.311003	-0.747347	-2011.58	0	0	0	1	
642736	1	0.960418	0.13924	-0.241268	130.195	0.183082	-0.968292	0.169975	-266.606	-0.209951	-0.207419	-0.955457	-1973.95	0	0	0	1	
645111	1	0.736243	0.17507	-0.653679	116.673	0.302455	-0.949237	0.0864296	-256.268	-0.605365	-0.261341	-0.75182	-2008.91	0	0	0	1	
647158	1	0.970515	0.0629169	-0.232683	126.778	0.114288	-0.970037	0.214399	-280.573	-0.212222	-0.23467	-0.948626	-1975.88	0	0	0	1	
651267	1	0.699675	0.161341	-0.696005	112.761	0.281005	-0.9578	0.0604587	-270.702	-0.656879	-0.237882	-0.715487	-2011.38	0	0	0	1	
