centriods1,centriods2,centriods3,centriods4,centriods5,centriods6,centriods7,centriods8,centriods9,centriods10,centriods11,centriods12,centriods13,centriods14,centriods15,centriods16,centriods17,centriods18,centriods19,centriods20,centriods21,centriods22,centriods23,centriods24,centriods25,centriods26,centriods27,centriods28,centriods29,centriods30,centriods31,centriods32,centriods33,centriods34,centriods35,centriods36,centriods37,centriods38,centriods39,centriods40,centriods41,centriods42,centriods43,centriods44,centriods45,centriods46,centriods47,centriods48,centriods49,centriods50
1599.86128923388,58.1076611542356,1600.9920399563,58.4694864991416,1599.53938730853,62.3811086797958,1601.81203641268,60.0777140930546,1597.31151878638,65.8964544011289,1601.80016235963,67.3877689081315,1599.21312154696,67.2610497237569,1598.98973854372,68.1678380657858,1599.06853839802,69.4997247453895,1598.44575535666,70.9993219419582,1594.8958638897,72.0170137870343,1594.42814667988,71.2629666336307,1591.84208918754,67.597739767868,1591.3569023569,66.0208142026324,1593.12634822804,65.6539291217257,1592.58297347316,65.9151758173967,1591.66956782713,68.4345738295318,1590.63437594898,67.5648344974188,1589.25568181818,70.4286931818182,1590.77284803401,70.0645589798087,1588.54460093897,72.6782656724662,1587.66119153675,75.152561247216,1587.56441551397,75.9023596419854,542.724980299448,78.9527186761229,514.889900662252,79.7533112582781
1394.3829386437,68.6469321851453,1349.62080679406,69.1644727530078,1305.86782517114,72.0908372827804,1274.38382415105,71.0612935042976,1242.68938953488,74.1754360465116,1209.2757999723,76.2457404072586,1172.70564565297,76.6749176929643,1138.17163868461,77.1050367698071,1096.31558542259,77.5992504523133,1057.66361699461,79.0642937711493,1021.29431358553,78.587437544611,984.969239532897,76.2053545998291,947.583108472747,73.8559093362116,914.066404199475,71.7241469816273,877.527724137931,70.8217931034483,835.587223587224,71.2091182091182,798.668374608597,72.2573299174495,764.313441832429,71.3203737191079,726.540351857023,72.3337056688076,688.397446346102,73.5661505025808,651.563449023861,75.5582971800434,616.725161987041,76.7049136069114,582.805473571237,76.8730882747518,1587.61160593792,79.4618083670715,1585.5630033775,81.1621200311769
185.634730538922,94.1951269874045,177.216396866841,94.6050130548303,183.006838294449,97.6693483507643,174.250484249159,96.3548781731063,170.662990827579,98.9028135628156,170.702475997979,101.724103082365,168.548054573017,100.253562405255,166.707753876938,101.637818909455,166.787354047101,102.069661587176,163.269411151641,101.777905158937,165.609584086799,102.152802893309,163.139125702884,100.094685289316,159.350578871201,97.1360347322721,158.693177604746,94.6381164256581,158.713131692655,94.1833552507984,157.59246128009,93.1026310878895,155.711886069016,95.680482015702,151.438745387454,94.4280442804428,151.213029432879,95.8971643933956,148.429151226398,96.5164990294689,146.978023941397,97.9601572270859,146.38813735692,98.3088796392647,144.913020651033,100.04812740637,143.849515418502,101.716123348018,142.004585537919,102.853262786596
1592.75182978723,574.602042553191,1595.26691901812,576.29788942418,1593.88765294772,578.520393029292,1593.72336554861,578.613075611143,1593.14427803818,582.355093174803,1592.2157326131,584.099707404907,1590.24308897594,583.615780637941,1589.54230251347,584.604578096948,1589.00879341051,585.216162065895,1589.00759895656,585.729726664398,1586.35718157182,586.164588979223,1585.74951041481,585.242300160228,1583.2042721235,581.276790522348,1582.27694529699,579.12168261419,1583.70554765292,578.807788051209,1583.34891075193,578.816057624736,1583.0965443534,580.556287851799,1581.06100372406,579.539280014187,1579.06430982413,580.386214247646,1577.96128440367,582.331376146789,1578.24483882651,584.008873596523,176.153502235469,585.085113429376,175.130656573967,584.963962481488,174.946113815679,585.740305522914,173.173189009159,585.916236469609
1393.38243770131,588.991863027632,1354.92717436538,590.574386183937,1321.85866900175,592.889141856392,1281.83790578205,593.118373592742,1246.97583441699,596.376137841352,1211.17141310233,597.876340010828,1175.38370137877,597.367223405448,1138.82099495004,598.416353282476,1105.17053918844,599.338410227904,1063.79103843704,600.440114674028,1029.22477817943,599.489319750247,187.710902896082,597.483645655877,185.259776536313,594.304962208347,183.222204240168,590.190322058585,183.450235427829,588.968014288034,182.622338683262,587.07975761546,180.621683967705,587.484923381117,179.686865431104,585.326994359388,178.915177120572,586.256418589535,177.383912546908,585.150269211943,177.301595214357,585.163343303423,1577.60444363504,585.962666181023,1577.32661217075,586.794005449591,1577.95784543326,589.980363898397,1575.29012345679,591.397785039942
203.688855522189,605.547547547548,201.520861096873,605.570271655561,199.986354775828,606.355912930474,199.360748609004,604.962569549823,197.792503904217,607.025403435711,195.786235233693,607.52521828454,194.594505945059,605.436039360394,192.816739550493,605.103528933184,191.806955287438,604.323329615736,191.022188139059,603.314417177914,189.226411960133,602.071760797342,992.266632722335,597.778852681602,953.803676725633,594.745577523413,915.64398816774,592.365234035149,879.037450486136,591.173388548794,842.667603654252,591.742972593113,805.590096531999,593.7270289596,769.245638520586,592.193475226797,730.562706877529,594.347002574476,692.134234401037,593.886502499537,654.922871392946,596.154257214108,619.753169276659,597.390939597315,584.477978070991,597.749488942576,548.318920850456,599.910845095587,516.202326401128,600.97144871343
1400.6682464455,1078.66775616931,1361.11581569116,1081.24992815404,1327.82509101942,1083.63531553398,1600.52713495802,1084.13321728446,1600.21983970022,1086.85177474758,1599.3624497992,1087.41124497992,1597.06375872887,1085.85426576257,1596.54534474082,1085.77121288374,1595.57712900293,1085.23921608243,1594.9236726791,1085.22908386834,1592.11627525045,1083.30070619149,1591.29647174126,1081.25024501797,1588.18963254593,1076.13631889764,1585.9332780083,1073.06854771784,1585.33423636979,1070.88723332205,1586.28207688467,1070.19770344483,1585.11194905313,1071.06887883358,1583.20301003344,1068.61605351171,1583.53332225361,1070.3094565398,1580.41938164894,1068.92087765957,1580.93404982902,1069.86663409868,1580.35453204393,1070.5272906081,1581.06000328785,1070.29574223245,1579.87382392473,1071.93581989247,1578.07969701959,1072.57006421867
1599.81563158748,1083.88649262202,1599.3328183837,1084.51240706768,1602.93828416412,1085.1492031197,1288.01917431193,1085.17944954128,1251.08868930676,1088.59013939564,1213.30858766383,1091.13371826597,1175.06806787505,1091.13237562669,1137.84106405455,1091.87237107462,1102.05531379944,1092.83512232859,1064.09757249457,1095.17209785586,1030.86109025379,1094.19822796216,995.824543002697,1093.32843871741,954.279743223966,1090.46890156919,922.252903031217,1088.17568994119,885.327511568891,1088.43454246903,847.704500381388,1088.77101449275,809.280508344817,1091.01117746134,770.939156626506,1090.03478915663,734.61230529595,1092.66339563863,698.350390562729,1092.75545990754,185.4877281309,1094.97314873086,184.115738802846,1094.63687735454,180.011819414842,1094.74287928696,183.88393044207,1095.26377540331,182.451646303583,1095.61172085318
197.339135424637,1114.79055087988,195.682085501018,1116.27346754128,199.01062215478,1117.12044764795,196.362333445303,1115.60765871683,193.080817464004,1117.39003715745,194.209649626651,1118.02688110281,191.907357585683,1115.62124225056,190.548428405122,1115.21303841676,190.425303292894,1114.5972270364,190.862073013264,1113.41741988496,191.233260912502,1112.1273948252,190.994782259683,1108.53200883002,187.189996045868,1104.6451166469,188.886225026288,1100.57602523659,187.598500202675,1098.49797324686,188.17486889875,1096.60830980234,187.630208333333,1097.62729166667,186.653082333471,1095.17769962764,186.83367768595,1096.06466942149,184.826239669421,1094.64896694215,662.530008176615,1095.01815208504,623.617597292724,1096.80033840948,589.857237715803,1097.59130146082,552.815811748773,1100.43355341121,519.883368945869,1101.62304131054
235.48281658573,1600.31733283526,229.689558665231,1601.61819160388,232.648902233064,1603.58997935823,227.338264299803,1602.56530791146,224.662536364616,1606.15623316453,222.677522279679,1607.66321927605,220.065756140544,1605.62495869589,215.93659719925,1606.18634910133,213.139425643216,1607.47560585033,213.695166063795,1607.08231941247,215.790559908274,1607.18822854959,210.388982891521,1604.38183869148,207.968395155185,1601.37055261166,207.013229571984,1598.72548638132,206.066744959875,1597.84556664709,204.416827852998,1596.9247582205,203.303392822122,1599.16571876839,199.752811167119,1598.10449786739,198.85134084726,1599.72191993782,195.113120430935,1599.67929973067,193.717293819458,1600.83135114057,192.24888457808,1601.42056256062,190.35518802914,1602.52648159086,188.626303592121,1604.43433758208,185.246422270143,1605.20094099196
