centriods1,centriods2,centriods3,centriods4,centriods5,centriods6,centriods7,centriods8,centriods9,centriods10,centriods11,centriods12,centriods13,centriods14,centriods15,centriods16,centriods17,centriods18,centriods19,centriods20,centriods21,centriods22,centriods23,centriods24,centriods25,centriods26,centriods27,centriods28,centriods29,centriods30,centriods31,centriods32,centriods33,centriods34,centriods35,centriods36,centriods37,centriods38,centriods39,centriods40,centriods41,centriods42,centriods43,centriods44,centriods45,centriods46,centriods47,centriods48,centriods49,centriods50,centriods51,centriods52,centriods53,centriods54,centriods55,centriods56,centriods57,centriods58,centriods59,centriods60,centriods61,centriods62,centriods63,centriods64,centriods65,centriods66,centriods67,centriods68,centriods69,centriods70,centriods71,centriods72,centriods73,centriods74,centriods75,centriods76,centriods77,centriods78,centriods79,centriods80,centriods81,centriods82,centriods83,centriods84,centriods85,centriods86,centriods87,centriods88,centriods89,centriods90,centriods91,centriods92,centriods93,centriods94
1494.97991287512,78.3719748305905,1477.81994120529,75.9194022537972,1463.38416848221,78.4490438150569,1398.8040201005,75.4620603015075,1381.04348912772,76.3776555861035,1363.11435523114,74.3049472830495,1342.33583617747,75.6168373151308,1323.5698949825,74.5803967327888,1307.35534759358,74.6737967914438,1292.42575132587,72.7519151443724,1277.2609445019,69.7104446742503,1262.96321428571,69.7742857142857,1249.50067567568,70.677027027027,1234.22153656279,70.664301141623,1217.90542959427,73.070107398568,1202.22748815166,71.2879146919431,1184.38262195122,72.4786585365854,1165.49433748584,73.8881653454134,1149.17608156517,74.303664921466,1130.93740219092,77.8972352634324,1111.93812625251,79.3016032064128,1093.35975915705,79.0895634721525,1026.34281914894,73.1231382978723,1011.30429228411,74.8173224322943,998.20135501355,73.5688346883469,978.755037948181,73.6330803454593,963.606186638939,71.9846633740577,946.641397849462,71.8021505376344,926.66087196468,73.237582781457,909.343249427918,73.0686498855835,893.688275862069,72.9020689655172,877.740554899646,72.6847697756789,862.269000315358,69.9769788710186,843.359899026325,67.9065993508835,822.297214673913,68.554347826087,807.201819407008,69.1233153638814,792.379451038576,67.8312314540059,776.989492753623,70.0963768115942,763.091941391941,67.4263736263736,748.128680119087,70.4224280516044,733.619826756497,68.8909207571383,717.5177680798,67.4741271820449,700.086666666667,67.4833333333333,680.456489891591,68.765602109581,661.23409156349,68.6965159804204,646.492586002372,66.1254448398576,640.658041752426,67.5019112025875
1763.84046423004,105.464576476702,1764.12774170907,102.268819091069,1764.79523809524,103.574779541446,1765.79540936201,98.6029278872221,1766.01407163743,98.3037280701754,1764.07923169268,95.4667867146859,1770.65679469381,96.3310195896961,1768.6038590604,95.0845637583893,1767.54783893609,95.9166974510528,1768.52225693089,93.7805544709098,1769.7188739096,91.9145519429025,1771.67112086159,92.3805345033905,1771.49530803754,91.4361485108119,1771.76553731033,89.4639368114737,1773.9857442348,90.3327044025157,1773.9053069719,88.6924037460978,1775.2914192095,89.7362277288552,1775.36615134255,90.5325467860049,1776.53166632507,90.787456445993,1777.45135080236,92.9924842575665,1778.88484112528,94.1084800647642,1780.00124300808,93.2144188937228,250.178104200138,81.5887078264861,250.471685689201,83.3999122036874,253.894905920147,81.9871500688389,253.069212962963,81.8388888888889,253.879382889201,79.8712014960262,253.840882421967,79.5080966909176,254.535996284255,80.9612169066419,255.433568075117,80.6950704225352,256.088698471515,79.886521537749,257.686880604059,80.0184049079755,260.669600201157,77.3004777470455,260.957139297284,76.5801146274608,260.285287528006,77.1254667662435,262.0112640801,77.3719649561952,263.163027295285,77.0602977667494,263.026245443499,79.0308626974484,263.34394585109,75.8869390824768,265.370615648761,77.3394652931077,266.717702169625,75.3281558185404,267.044628956928,73.1388168137,267.116445623342,72.7575596816976,267.340564558285,72.8761108207005,268.584771573604,73.2309644670051,271.811436541144,70.0273361227336,270.063517480651,71.1705364291433
282.41481607052,119.40176301068,282.375914271135,116.262629698928,282.668310098606,117.414314858892,284.990789698107,112.482005799079,285.024164524422,112.29528706084,286.916319507336,109.299583408803,286.780185246444,110.306152828316,287.568795039383,108.349589408413,288.615107265188,109.016224986479,289.079833454019,107.385590152064,289.996115427303,105.527561968184,290.145521087487,106.150749390031,299.286322092657,108.828868578632,293.350597609562,103.113944223108,294.011753902663,105.0681359045,294.09036838066,102.10092095165,294.89552238806,103.24776119403,295.565398550725,103.760326086957,298.829394915861,106.155209452202,299.550816219063,107.031244514657,299.960426491696,105.230469550953,300.849279645364,106.35740672331,1742.64779336298,100.502736914129,1742.71900963775,101.636756397474,1745.41122584943,100.704363757495,1744.5063836843,100.892389321837,1745.6982278481,98.7529113924051,1745.40738857821,98.5078800203355,1746.53104138852,100.315754339119,1746.86090604027,100.09144295302,1747.4745,99.0413333333333,1748.3355163728,99.2495382031906,1751.69549266247,96.9495108315863,1750.33560825798,95.7282033782631,1751.76597222222,96.2416666666667,1752.96329157968,96.9878218510786,1753.44297945205,96.5777397260274,1754.22476515798,98.6930828351836,1753.93602058319,95.7288164665523,1755.35453759723,97.294900605013,1755.69126348764,95.2819352593108,1756.93097249685,92.9282761100126,1756.85762055614,92.7921506511792,1756.82907938743,92.9067065657455,1759.16917293233,93.2226996061583,1759.51116854347,90.1945726416836,1760.03588256615,91.7214570496557
1721.7758811443,587.996996996997,1722.39345809089,585.153640509514,1723.01005025126,586.614164572864,1728.54008304056,582.788725646758,1728.94957715015,583.027445348652,1729.56680032077,580.874899759423,1731.09960341672,581.989322757779,1732.17596501809,580.482509047045,1733.27643962354,581.51778593077,1734.67999357739,580.018946692357,1735.58015144192,578.408409859836,1737.60557960558,579.042007375341,1739.86160351277,578.930557814279,1740.68926185433,576.982075932866,1742.5512610547,578.692433671798,1743.26132461161,576.691251022077,1744.94329981869,577.534860721938,1745.25196850394,578.678969816273,1746.62893081761,579.179576299239,1747.59547032567,581.511158869235,1750.68089053803,582.788159892056,1751.56554749452,582.407626117766,251.978896103896,577.137059369202,252.637087333177,577.899789276516,255.40958709065,576.010204081633,254.634864546525,575.816961130742,256.334927140255,573.604280510018,255.623773671002,572.576317590691,256.907120036513,573.753537197627,257.022664199815,573.189176688252,258.016570605187,571.302353506244,258.692377701934,571.215927189989,260.468976449275,568.361413043478,262.726045585307,566.834476654127,262.091172536781,566.725813642443,263.921214788732,566.581866197183,264.698138901498,565.450295052202,265.591738931995,567.387950707439,265.423208191126,564.124687144482,267.002028854824,565.097835888188,267.490954319313,562.450248756219,268.224554997718,560.084436330443,269.383192153366,559.423985733393,269.60659292995,559.359358056821,269.149753925475,557.866182329505,271.309708295351,555.237693710118,272.141090242785,556.311726981218
1508.85313315927,602.565600522193,1493.10017831091,599.92105689739,1475.46875502008,599.269397590361,1405.75579263211,597.513085514252,1389.30202239679,597.746448270099,1373.72249450735,595.502450566165,1358.13691041469,596.799620132953,1341.95183044316,595.133269107258,1322.87504338771,596.300937174592,1306.48367800376,594.866176721928,1290.37463780467,592.821203340719,1272.75587467363,593.658126631854,1255.80581467662,594.211287313433,1240.56213965407,591.621877001922,1224.7791400739,592.99294591871,1208.51501856227,590.804421194735,1191.58048614652,591.827129015808,1173.84301925722,592.763239339752,1158.44594832132,592.979258217613,1140.23549664314,595.674987089,1124.66166047924,597.014006074924,1107.8839704896,596.647048960429,1030.50523756079,589.533108866442,1013.57290686736,590.839134524929,998.707372400756,589.458601134216,979.380597014925,589.658821278224,962.446774193548,587.191935483871,945.113569030219,586.934623740865,927.581151832461,588.203218925732,911.273409719478,587.769063611221,894.973267326733,586.644356435644,878.018332347723,586.698797555687,863.939465408805,584.053655660377,846.924109748978,583.149445417396,829.636170212766,583.60251450677,811.684049665712,584.013753581662,796.199654775604,583.410625239739,779.3486993114,585.600229533282,763.421944177093,582.614436958614,747.823886255924,583.865023696682,732.809587471352,581.924942704355,717.380766984621,579.75141132957,701.576395595905,579.135020282017,683.364779874214,578.963050314465,665.498301698302,579.124075924076,650.495984329089,576.492066601371,644.22163845106,577.955244210936
298.503127792672,626.677167113494,297.84795849312,623.099932325739,298.531746031746,623.775283446712,299.959435230838,616.84065441506,299.907134767837,616.018799546999,300.21521293555,613.233432020041,300.738164451827,613.571428571429,301.34569201601,611.24499684011,301.805105994985,611.353772509688,302.833220491988,609.341006544798,303.668119266055,606.622018348624,304.262576398684,606.454160789845,306.530942895086,605.083399734396,306.792294393677,602.653000740924,308.754233409611,604.137757437071,309.180983004134,600.857602204869,310.708787541713,601.159733036708,310.476243586884,601.490296676333,312.551020408163,601.062847866419,313.043699421965,602.874913294798,314.017309023771,603.067389799215,314.039909808343,601.986245772266,1696.06829035339,589.649633874562,1697.11093273399,591.26938513405,1700.50775945684,590.13870029098,1699.48581447243,590.748485814472,1700.80863798124,588.917178906503,1700.682891797,589.033514203639,1701.78808578237,590.898649722002,1703.61066623959,590.937540038437,1704.72202797203,590.326128417037,1706.15595598788,590.734013713921,1709.96304520222,588.580174464711,1711.13752203879,587.774002243949,1710.96245027844,588.604295942721,1712.7795389049,589.318443804035,1713.38435807582,589.221726664543,1714.03006681514,591.654788418708,1714.54807230843,589.015517517197,1716.07676447264,590.682474226804,1717.09745965809,589.071257389359,1718.72427983539,587.303577081355,1719.83917851501,587.247551342812,1719.96736375158,587.532002534854,1721.39144265946,588.04819468745,1725.07725321888,585.629470672389,1726.09458144062,586.839714471123
1527.19750266484,1089.86356022537,1510.05311215949,1087.31517272866,1494.05730573057,1089.11716171617,1716.57690572846,1084.31957600361,1717.16636363636,1084.20636363636,1717.39771933907,1080.97858971375,1718.22099447514,1082.07076073098,1719.50095157539,1079.99936561641,1721.94180384883,1080.64363552052,1722.68671328671,1078.83426573427,1723.44140532893,1076.59773638293,1724.15920866698,1076.7362223269,1725.25537443893,1075.90219702339,1725.58862876254,1073.6094123268,1727.05481410867,1074.71615824595,1727.18253212756,1072.30509281295,1728.38436018957,1072.97440758294,1728.16638895501,1073.13163532492,1730.29665535628,1072.94983034416,1731.1214057508,1075.47603833866,1732.93210332103,1075.70553505535,1734.34996349477,1074.77366755902,1671.58695652174,1081.41162129216,1671.94203191274,1082.64815188851,1675.10202412595,1081.07994275199,1674.76770364306,1080.87392550143,1675.38016528926,1078.64194214876,1676.08381265407,1078.14975349219,1676.30484037075,1079.36848609681,1676.57249688409,1078.95866223515,1678.49568965517,1078.44905956113,1679.48393455549,1078.11827321112,1682.37955398543,1074.08257893575,1682.39024390244,1073.67486744433,1681.95684056149,1074.06725329981,1683.70434782609,1074.35737009544,1684.53009259259,1073.76094276094,1684.9496509414,1075.48910514068,1685.43509513742,1072.54862579281,1687.17971866471,1073.73399118203,1688.35399159664,1071.56386554622,1689.412661444,1069.40525089985,1689.96741908007,1068.81005110733,273.393700787402,1068.4886264217,1691.36207636208,1068.56220506221,1693.3371006303,1065.51814822865,1694.09793253536,1066.72143634385
1710.43983311375,1092.52744839701,1712.21964529332,1089.09004092769,1713.80545371219,1089.96471127406,1425.76426295975,1086.8889371561,1407.40008770648,1087.34951030551,1391.06557854853,1085.54940250656,1374.11626968107,1087.34719418652,1358.28669539456,1086.0164287638,1341.10117921095,1087.55568496142,1324.92905747792,1086.50818010714,1307.93437635811,1085.2687237433,1285.76111799532,1086.61186837395,1275.36803135888,1085.99230545877,1258.32641208073,1084.6708290983,1241.59171684535,1086.46526655897,1223.78813186813,1084.87882783883,1206.5356451853,1085.97856823932,1190.01513788969,1087.38414268585,1173.30100948302,1088.02967268278,1154.36281973203,1090.85581607795,1136.13400182315,1091.87010027347,1127.03734756098,1092.1181402439,243.904945553539,1082.87613430127,244.73563744564,1083.90478370336,248.531313131313,1082.60089786756,248.455197132616,1082.22894265233,248.727426773178,1078.94698620189,249.370296147851,1079.61857047428,251.618717891445,1080.74804556623,254.09811237928,1080.22563652327,255.715941395145,1078.91887163787,256.990189666449,1078.67996511881,259.463985859479,1075.91162174105,260.362385321101,1074.94211446046,260.985779916867,1075.00525049223,262.472052401747,1075.14388646288,263.605640008812,1074.24939413968,264.915351812367,1076.4460554371,264.77524219591,1073.12529601722,268.822103004292,1074.15858369099,269.861435365326,1071.7196281885,271.614904156795,1069.54512168856,273.236331953823,1068.83249836637,1689.88905325444,1068.65891800507,274.326626712329,1068.71639554795,276.254331550802,1065.72663101604,277.015845824411,1066.94453961456
284.777824093372,1127.89578991246,283.611270718232,1123.66563535912,284.307897664071,1124.46852057842,289.423010380623,1118.45112456747,290.784218320288,1118.33657711022,291.559162750961,1115.57902605724,293.58243902439,1116.47570731707,296.831979393699,1114.12126015455,296.451260504202,1114.2743697479,298.339747568798,1112.37099110283,299.329132535182,1110.12938458307,300.43152563832,1110.39312091158,302.679872204473,1109.12268370607,303.115148954152,1106.9089372491,305.23314548111,1108.07534961386,305.362120564344,1105.02116289012,307.429506120726,1105.45715491769,307.715954960697,1105.91268323773,310.399665551839,1105.6858277592,312.150994200497,1107.81213753107,313.511618342587,1108.21344848859,314.323226197696,1107.43763897312,1037.076556495,1085.95142198309,1019.76950464396,1087.62708978328,1005.65906623236,1086.59004187994,988.011730205279,1087.18228121624,972.430405511195,1085.20040707687,953.820244328098,1084.9608123116,935.95710955711,1086.868997669,919.43623952839,1087.05352156376,902.347254447022,1086.37726218097,885.889905411692,1086.71158319119,871.203790726817,1084.42246240602,854.245674740484,1083.8062283737,836.659130434783,1084.44173913043,822.761063355619,1083.56956383317,803.587965887555,1080.54137713203,784.137699923839,1086.21675552171,768.45632742669,1084.62960639799,752.015174976773,1086.1667698978,736.466389145853,1084.59929078014,720.575470255391,1082.84294234592,704.477813603562,1082.56870873637,686.071155901664,1082.67766071156,670.938332058148,1083.04835501148,658.480266212661,1080.75839653304,650.23125191307,1082.31910009183
1704.08075709779,1612.10704521556,1704.59982429168,1608.86360641335,1701.8571830194,1608.51279167838,1708.06483218678,1606.18991036064,1707.81687199833,1606.27834621006,1707.15808983864,1603.32642825992,1707.66601486117,1604.87309346891,1708.71339685009,1603.10888586428,1709.4483049063,1604.25310591704,1710.09673286355,1602.61007900918,1710.27652801358,1600.8873089983,1711.32615579481,1601.4667511083,1711.90427568602,1601.09019357583,1712.34136037178,1599.11111111111,1713.31492063492,1600.74116402116,1713.49448217317,1598.66235144312,1715.34418505033,1599.35446562433,1716.11066011536,1600.32065797906,1717.88516849109,1600.5408886027,1718.09436008677,1603.05986984816,1719.10833512815,1604.16799483093,1719.91928251121,1603.79692504805,268.27445817298,1582.42657484302,267.765854640628,1583.62351520032,270.337016574586,1582.49416820135,268.623590982287,1582.63204508857,268.809154383243,1581.13731574864,267.201722488038,1581.0556937799,267.438837303189,1582.1035526847,267.898565165405,1582.11080111598,268.113251605371,1581.26950768632,267.899356348742,1581.46167349327,268.893772171857,1579.0484824596,269.122610542576,1578.43251592972,267.857667052916,1578.92680571649,268.44305019305,1579.4306949807,269.145673171693,1578.91090084762,267.113549618321,1581.38187022901,266.948591012947,1578.51713632902,268.740222392638,1579.94267638037,268.214956783164,1578.50357008643,268.516521078618,1576.37409798709,269.722063037249,1576.10276981853,267.113061933243,1576.16303299248,268.032767925983,1576.48515805705,269.592204770215,1573.81229396936,269.44780431433,1575.34957627119
